ChannelName,ProductId,DateSold,SPV
Iemas,15,2017-10-09 10:14:25.000,140.8900
Iemas,15,2017-10-09 10:14:25.000,243.0000
Iemas,15,2017-10-09 10:14:25.000,344.3600
Iemas,15,2017-10-09 10:14:25.000,357.0000
Iemas,15,2017-10-09 10:14:25.000,769.7300
Iemas,15,2017-10-09 10:14:25.000,950.0700
AutoPedigree,7,2017-10-09 10:18:47.000,1254.9000
Iemas,58,2017-10-09 10:24:35.000,368.6500
AutoPedigree,7,2017-10-09 10:30:18.000,1581.9900
Iemas,15,2017-10-09 12:11:28.000,702.5500
AutoPedigree,15,2017-10-09 12:33:17.000,728.0300
AutoPedigree,18,2017-10-09 14:12:41.000,550.0000
AutoPedigree,7,2017-10-10 06:34:03.000,1504.4600
AutoPedigree,18,2017-10-10 07:22:58.000,652.7500
BOWER,18,2017-10-10 08:36:30.000,466.0000
AutoPedigree,18,2017-10-10 09:02:29.000,588.5000
AutoPedigree,15,2017-10-10 09:25:26.000,1022.4400
AutoPedigree,17,2017-10-10 09:25:44.000,438.5000
Iemas,58,2017-10-10 10:12:41.000,863.6300
Iemas,58,2017-10-10 11:19:32.000,579.4600
AutoPedigree,7,2017-10-10 14:02:07.000,789.8200
AutoPedigree,7,2017-10-11 06:05:25.000,1021.1000
Iemas,58,2017-10-11 06:39:09.000,1701.5200
AutoPedigree,17,2017-10-11 06:40:18.000,917.1600
Iemas,15,2017-10-11 07:18:15.000,386.9000
Iemas,15,2017-10-11 07:18:15.000,818.5000
AutoPedigree,15,2017-10-11 07:34:08.000,752.7800
AutoPedigree,15,2017-10-11 07:52:28.000,616.4300
AutoPedigree,17,2017-10-11 08:27:57.000,886.5000
AutoPedigree,58,2017-10-11 08:43:20.000,962.5800
Iemas,15,2017-10-11 08:43:45.000,479.9500
AutoPedigree,7,2017-10-11 08:51:49.000,888.2700
AutoPedigree,17,2017-10-11 08:57:45.000,609.1200
AutoPedigree,7,2017-10-11 09:11:20.000,1329.5600
AutoPedigree,7,2017-10-11 10:22:06.000,913.6400
BOWER,18,2017-10-11 11:00:23.000,282.2300
BOWER,18,2017-10-11 11:00:23.000,444.9300
AutoPedigree,15,2017-10-11 11:00:42.000,1264.3600
Iemas,58,2017-10-11 11:14:00.000,437.7600
Iemas,58,2017-10-11 11:14:00.000,821.5100
Iemas,58,2017-10-11 11:14:00.000,864.0100
Iemas,58,2017-10-11 11:14:00.000,1329.0400
Iemas,58,2017-10-11 11:41:20.000,21.1447
Iemas,58,2017-10-11 11:41:20.000,69.6527
Iemas,58,2017-10-11 11:41:20.000,70.1699
Iemas,58,2017-10-11 11:41:20.000,125.9454
Iemas,58,2017-10-11 11:41:20.000,312.6847
Iemas,58,2017-10-11 11:41:20.000,330.0523
Iemas,58,2017-10-11 11:41:20.000,729.2800
AutoPedigree,7,2017-10-11 12:02:38.000,946.0000
AutoPedigree,7,2017-10-11 12:50:07.000,950.6100
BOWER,18,2017-10-11 12:59:57.000,895.5500
AutoPedigree,7,2017-10-11 13:00:51.000,754.0400
AutoPedigree,15,2017-10-11 13:33:37.000,1375.6300
AutoPedigree,18,2017-10-11 13:59:35.000,550.0000
AutoPedigree,7,2017-10-12 07:07:12.000,787.0000
Iemas,15,2017-10-12 07:32:56.000,1327.5900
AutoPedigree,7,2017-10-12 07:49:57.000,748.5800
AutoPedigree,7,2017-10-12 08:29:20.000,672.8800
Iemas,37,2017-10-12 09:02:46.000,22.0000
Iemas,37,2017-10-12 09:02:46.000,92.2300
Iemas,37,2017-10-12 09:02:46.000,199.6800
Iemas,37,2017-10-12 09:02:46.000,1382.4400
Iemas,58,2017-10-12 09:53:19.000,1208.2000
Iemas,58,2017-10-12 10:34:39.000,184.7500
Iemas,58,2017-10-12 10:34:39.000,1221.7000
AutoPedigree,58,2017-10-12 11:18:20.000,1748.3100
Constellation Financial Services (Pty) Ltd,36,2017-10-12 11:34:48.000,1257.9800
Constellation Financial Services (Pty) Ltd,36,2017-10-12 11:34:48.000,1310.7300
Constellation Financial Services (Pty) Ltd,36,2017-10-12 11:34:48.000,2571.1600
Constellation Financial Services (Pty) Ltd,36,2017-10-12 11:34:48.000,6353.1500
AutoPedigree,7,2017-10-12 13:40:28.000,1532.7000
AutoPedigree,15,2017-10-12 13:43:18.000,1489.4700
BOWER,18,2017-10-12 14:03:33.000,492.6300
AutoPedigree,15,2017-10-12 14:27:48.000,601.7600
AutoPedigree,7,2017-10-12 15:28:30.000,1205.1200
AutoPedigree,7,2017-10-13 08:26:59.000,815.4700
AutoPedigree,15,2017-10-13 08:57:41.000,543.0700
AutoPedigree,15,2017-10-13 09:48:35.000,664.3800
AutoPedigree,15,2017-10-13 09:59:39.000,1037.3000
Iemas,58,2017-10-13 11:09:05.000,972.1300
AutoPedigree,18,2017-10-13 11:33:13.000,805.6900
Iemas,15,2017-10-13 12:23:24.000,772.4000
AutoPedigree,18,2017-10-13 12:35:25.000,639.0000
AutoPedigree,7,2017-10-13 13:48:12.000,1227.9300
AutoPedigree,7,2017-10-13 13:48:12.000,1227.9300
AutoPedigree,7,2017-10-13 13:58:54.000,2044.3900
AutoPedigree,18,2017-10-13 13:58:59.000,607.7500
AutoPedigree,7,2017-10-13 14:33:27.000,1048.6100
AutoPedigree,18,2017-10-13 14:47:53.000,384.7500
AutoPedigree,7,2017-10-13 14:51:52.000,963.2200
Constellation Financial Services (Pty) Ltd,16,2017-10-13 15:02:54.000,470.2500
AutoPedigree,7,2017-10-13 15:09:50.000,1525.8200
AutoPedigree,18,2017-10-13 15:17:51.000,567.5000
AutoPedigree,7,2017-10-13 15:27:25.000,1984.4200
AutoPedigree,7,2017-10-13 15:44:43.000,1205.3200
BOWER,18,2017-10-16 07:45:52.000,1050.8700
AutoPedigree,7,2017-10-16 07:52:01.000,1295.2500
AutoPedigree,15,2017-10-16 08:35:04.000,861.2100
Iemas,18,2017-10-16 10:30:36.000,675.0100
Iemas,18,2017-10-16 10:30:36.000,675.0100
Iemas,18,2017-10-16 10:30:36.000,675.0100
Constellation Financial Services (Pty) Ltd,16,2017-10-16 11:29:20.000,1095.9900
AutoPedigree,17,2017-10-16 11:54:38.000,536.6200
AutoPedigree,18,2017-10-16 12:25:01.000,635.7500
AutoPedigree,18,2017-10-16 12:57:22.000,682.2500
Iemas,58,2017-10-16 13:01:46.000,852.8300
Uhuru,6,2017-10-16 13:39:01.000,439.3500
Iemas,37,2017-10-16 13:41:10.000,133.9800
Iemas,37,2017-10-16 13:41:10.000,168.0100
AutoPedigree,15,2017-10-16 13:44:19.000,997.1300
AutoPedigree,15,2017-10-16 14:02:19.000,485.4200
Iemas,58,2017-10-16 14:12:26.000,42.5873
Iemas,58,2017-10-16 14:12:26.000,60.4613
Iemas,58,2017-10-16 14:12:26.000,307.0687
Iemas,58,2017-10-16 14:12:26.000,322.4587
Iemas,58,2017-10-16 14:12:26.000,440.4400
Iemas,58,2017-10-16 14:12:26.000,525.9400
Iemas,58,2017-10-16 14:12:26.000,663.4100
Iemas,58,2017-10-16 14:12:26.000,756.5200
Iemas,15,2017-10-16 14:13:46.000,227.0600
Iemas,15,2017-10-16 14:13:46.000,328.0300
